review,cleaned_review
"Delivers year over year and this is a staple for me. This is a ripe, plump & juicy SB with big complex flavors. Fragrant aromas of ripe peach, pear, lemon, pineapple, honey, vanilla & honeysuckle. Palate is lush with creamy melon, peach, guava, lemon grass, butter & mango citrus curd. Finish is long with soft minerality, honey & light spice. This is such a huge flavor unique SB with creamy textures & paired perfectly with Thai chicken noodle soup. Dry, med+ body & med+ acidity. Pale yellow color. Excellent quality!",delivers year over year and this is a staple for me this is a ripe plump  juicy sb with big complex flavors fragrant aromas of ripe peach pear lemon pineapple honey vanilla  honeysuckle palate is lush with creamy melon peach guava lemon grass butter  mango citrus curd finish is long with soft minerality honey  light spice this is such a huge flavor unique sb with creamy textures  paired perfectly with thai chicken noodle soup dry med body  med acidity pale yellow color excellent quality
"The 2021 Merry Edwards Sauvignon Blanc from Russian River Valley is made to pair with cold asparagus soup. It has everything: pale straw color; crisp acidity; slight creaminess from 4 month sur lie in 18% new French Oak; and most importantly, a complex bouquet. Bouquets of tropical fruits like mangoes and pineapples initially but also has citrus and honeydews at the end. Just a lovely way to celebrate spring. Had at DCA restaurant student banquet",the 2021 merry edwards sauvignon blanc from russian river valley is made to pair with cold asparagus soup it has everything pale straw color crisp acidity slight creaminess from 4 month sur lie in 18 new french oak and most importantly a complex bouquet bouquets of tropical fruits like mangoes and pineapples initially but also has citrus and honeydews at the end just a lovely way to celebrate spring had at dca restaurant student banquet
"Lemon, tropical fruits and a touch of vanilla on the nose. Easy drinker and just the right amount of acidity. Ripe Mellon, pineapple, pink grapefruit and a nice touch of minerality. Not your classic sauv blanc but delicious none the less!",lemon tropical fruits and a touch of vanilla on the nose easy drinker and just the right amount of acidity ripe mellon pineapple pink grapefruit and a nice touch of minerality not your classic sauv blanc but delicious none the less
"ASTOUNDING

One of my top Sauv Blancs, this stuff is just a damn treat whenever I open it. I call this the secret weapon from the Queen of California Pinot. Paired with scallops & lemon parmesan risotto with broccoli, always amazing. Don't get so distracted by bulls at the rodeo that you don't check out ponies like this one!

The creamiest mouthfeel paints the palate with flavors of grapefruit, tangerine, honeysuckle & lemon pulp
Insane integration. 93 pts","astounding

one of my top sauv blancs this stuff is just a damn treat whenever i open it i call this the secret weapon from the queen of california pinot paired with scallops  lemon parmesan risotto with broccoli always amazing dont get so distracted by bulls at the rodeo that you dont check out ponies like this one

the creamiest mouthfeel paints the palate with flavors of grapefruit tangerine honeysuckle  lemon pulp
insane integration 93 pts"
"4.3 I just love this wine.

Although this is the last vintage where they sourced fruit from non estate vineyards. This gives much more fruit characteristics than the estate vineyards. From 2019 on, it will be more mineral driven. I prefer the fruit with this one, so buy the 2018s while you can! This does see French oak for fermentation, 18% new. 6 months on lees.

Fresh acidity with med+ body, sumptuous mouthfeel.
Guava, peach, spicy pear, lemon zest, and chalk.

Delicious.","43 i just love this wine

although this is the last vintage where they sourced fruit from non estate vineyards this gives much more fruit characteristics than the estate vineyards from 2019 on it will be more mineral driven i prefer the fruit with this one so buy the 2018s while you can this does see french oak for fermentation 18 new 6 months on lees

fresh acidity with med body sumptuous mouthfeel
guava peach spicy pear lemon zest and chalk

delicious"
"Peaches and tropical fruit. Some oak and butter, like a Chardonnay for some reason. Otherwise, very concentrated with decent body",peaches and tropical fruit some oak and butter like a chardonnay for some reason otherwise very concentrated with decent body
"4.3. Not as good as 2018 but still the best Sauvignon Blanc from USA. Tropical fruit, caramelized apple, and grass. Well done!",43 not as good as 2018 but still the best sauvignon blanc from usa tropical fruit caramelized apple and grass well done
"Fruit, intense honey initially, buttery with more citrusy fruit/nectar emerging in the middle…dry and crisp…light bodied…amazing wine…",fruit intense honey initially buttery with more citrusy fruitnectar emerging in the middledry and crisplight bodiedamazing wine
"Yum. Cantaloupe, guava, pineapple, lavender honey, elderflower, baking yeast, cream. Medium bodied with a nice oily texture and high acidity. Long finish. A little bit of heat at 14%. Very nice.",yum cantaloupe guava pineapple lavender honey elderflower baking yeast cream medium bodied with a nice oily texture and high acidity long finish a little bit of heat at 14 very nice
"Aromas and flavors of guava, pineapple, candied fruit and exotic spices.  100% oak but extremely well integrated.  My wife took a half bottle with her on her business trip.  ",aromas and flavors of guava pineapple candied fruit and exotic spices  100 oak but extremely well integrated  my wife took a half bottle with her on her business trip  
"New fish last night for me  ( Monchong 🐟) if your keeping a fish count. 😉.  Shrimp too in bamboo 🍃 

Big Merry Edward’s fan so when this was on the menu.  Yes please. 

Big style Sauvignon Blanc ( barrel fermented ) with richness and creaminess ( lovely with coconut rice)

Lots of tropical nuances ( guava and mango) with a citrus focus.  Light sprinkling of baking spices. Nice thick white to match the array of food flavours.  This 🍷 can age but still a treat early.  Mahalo","new fish last night for me   monchong  if your keeping a fish count   shrimp too in bamboo  

big merry edwards fan so when this was on the menu  yes please 

big style sauvignon blanc  barrel fermented  with richness and creaminess  lovely with coconut rice

lots of tropical nuances  guava and mango with a citrus focus  light sprinkling of baking spices nice thick white to match the array of food flavours  this  can age but still a treat early  mahalo"
"91pts. 95WS 
Wine spectator what were you smoking ? 
Fermented in barrel with bottanage and using special clone of SB
Smooth. Rather intense flavors of pineapple, marmalade honeysuckle and honey melon 
Medium plus acid with a touch of residual sugar and good amount of oak  dairy and brioche 
A good finish 
But not amazing","91pts 95ws 
wine spectator what were you smoking  
fermented in barrel with bottanage and using special clone of sb
smooth rather intense flavors of pineapple marmalade honeysuckle and honey melon 
medium plus acid with a touch of residual sugar and good amount of oak  dairy and brioche 
a good finish 
but not amazing"
"Stone fruit, melon, restrained citrus, with oak and cream notes. Fuller body that most other expressions of this grape. Very interesting and drinkable.",stone fruit melon restrained citrus with oak and cream notes fuller body that most other expressions of this grape very interesting and drinkable
"One of finest sav blanc I hv tasted . Balanced acidity , fruity and balanced sweetness",one of finest sav blanc i hv tasted  balanced acidity  fruity and balanced sweetness
"Peach, butter, cream, grass. Not as herbaceous as other savy bs I’ve had recently because of the oak influence but definitely a cool spin on the grape. ",peach butter cream grass not as herbaceous as other savy bs ive had recently because of the oak influence but definitely a cool spin on the grape 
"Perfect. Nose, first taste, like fairy dust blown in your face.Balanced acids with floral notes, Gorgeous color. At the Bull & Bear in the WA.Glides down your palate.",perfect nose first taste like fairy dust blown in your facebalanced acids with floral notes gorgeous color at the bull  bear in the waglides down your palate
Outstanding California sb.  Medium body medium plus acidity. Outstanding flavors of pear melon mango tangerine lemon grapefruit  cream butter grass saline minerality ,outstanding california sb  medium body medium plus acidity outstanding flavors of pear melon mango tangerine lemon grapefruit  cream butter grass saline minerality 
Floral scents.  Good fruit flavors with a balance of minerals that leave a slight pinch in the cheek on the swallow.,floral scents  good fruit flavors with a balance of minerals that leave a slight pinch in the cheek on the swallow
"Approaching Condrieu levels of elegance combined with approachability. Super fruity, super delicious, super super. Tropical like a New Zealand but with touches of oak that California can’t resist. There is almost certainly some RS but it is still dry and refreshing while being expressive. Beautiful wine. Peach and citrus with honey and minerals.",approaching condrieu levels of elegance combined with approachability super fruity super delicious super super tropical like a new zealand but with touches of oak that california cant resist there is almost certainly some rs but it is still dry and refreshing while being expressive beautiful wine peach and citrus with honey and minerals
"Unlike any Sauvignon Blanc I've had before and this is why - ""We use a specific mix of clones – two-thirds Shenandoah (Clone 1) and one-third Sauvignon Musqué – that results in a wine brimming with floral and tropical fruit aromatics with a citrusy, juicy core. Barrel fermentation and twice-weekly lees stirring help us create the characteristic creamy texture and rich body"". Dry, medium to medium+ acidity with medium+ to full body and 14% abv. On the complex palate, creamy tropical fruit and pineapple (continued)",unlike any sauvignon blanc ive had before and this is why  we use a specific mix of clones  twothirds shenandoah clone 1 and onethird sauvignon musqué  that results in a wine brimming with floral and tropical fruit aromatics with a citrusy juicy core barrel fermentation and twiceweekly lees stirring help us create the characteristic creamy texture and rich body dry medium to medium acidity with medium to full body and 14 abv on the complex palate creamy tropical fruit and pineapple continued
"Despite the mentions of pear, I mostly get melon and pear notes throughout, with a bit of a buttery taste and smooth finish at the end. Fairly long flavor profile. Really tasty wine, would buy again. Worth the price. ",despite the mentions of pear i mostly get melon and pear notes throughout with a bit of a buttery taste and smooth finish at the end fairly long flavor profile really tasty wine would buy again worth the price 
"Really good wine. Worth the money, oak, gooseberry, starfruit, pear, white flowers, cat pee, pineapple, butter. Very complex. I’m not a Sauv blanc guy but with the oak and malo this is like a very aromatic white burgundy.",really good wine worth the money oak gooseberry starfruit pear white flowers cat pee pineapple butter very complex im not a sauv blanc guy but with the oak and malo this is like a very aromatic white burgundy
"Pale golden in color, nice long thin legs; aromas of peach, melon, guava, pineapple, honeysuckle & grass on the nose; flavors of pear, grapefruit, apple, lime zest, cream & minerals on the palate with a kiss of almond; off-dry, medium body, moderate acidity, medium tangy finish; very smooth yet complex SB, crisp & refreshing with only slightest hint of oak, amazingly delicious with a great mouthfeel, one of the best SBs I’ve had. ",pale golden in color nice long thin legs aromas of peach melon guava pineapple honeysuckle  grass on the nose flavors of pear grapefruit apple lime zest cream  minerals on the palate with a kiss of almond offdry medium body moderate acidity medium tangy finish very smooth yet complex sb crisp  refreshing with only slightest hint of oak amazingly delicious with a great mouthfeel one of the best sbs ive had 
Lovely complex and expressive Californian Sauvignon Blanc citrus oak pear tropical peach melon cream butter grapefruit lemon pineapple vanilla minerals apple honey stone green apple honeysuckle stone fruit apricot lime grass mango guava tangerine straw white peach toast nectarine passion fruit chard banana caramel honeydew melon orange asian pear cantaloupe papaya hay meyer lemon lemon curd kiwi pepper,lovely complex and expressive californian sauvignon blanc citrus oak pear tropical peach melon cream butter grapefruit lemon pineapple vanilla minerals apple honey stone green apple honeysuckle stone fruit apricot lime grass mango guava tangerine straw white peach toast nectarine passion fruit chard banana caramel honeydew melon orange asian pear cantaloupe papaya hay meyer lemon lemon curd kiwi pepper
"Soft and elegant with low acidity. Citrus notes layered with butter and oak. Long, delicious finish. As much as I enjoyed this wine, I've had other SB for less than half the price that were just as good. ",soft and elegant with low acidity citrus notes layered with butter and oak long delicious finish as much as i enjoyed this wine ive had other sb for less than half the price that were just as good 
"Deserving of it's reputation. Pale lemon hue with a medium nose of vanilla, jasmine and apricot. Heidi von Der Mehden has overseen things since Merry retired and the decision to barrel-ferment adds a lush complexity to this that I think gets overlooked by sauv lovers.

Acidity is medium-high, softer as one might expect and with those creamy tones more often fund in chardonnays. 

Vanilla again in the pallette along with crisp minerals and tart pear at the end. Pricey? Maybe, but worth it. It's a unique wine. ","deserving of its reputation pale lemon hue with a medium nose of vanilla jasmine and apricot heidi von der mehden has overseen things since merry retired and the decision to barrelferment adds a lush complexity to this that i think gets overlooked by sauv lovers

acidity is mediumhigh softer as one might expect and with those creamy tones more often fund in chardonnays 

vanilla again in the pallette along with crisp minerals and tart pear at the end pricey maybe but worth it its a unique wine "
I want to give this 5 stars but holy cow this is an incredible wine. Beautiful mouthfeel and the fruit is harmonious. Comes off as off-dry even though its not (a plus for me). Highly highly recommend you go out and try this beauty!,i want to give this 5 stars but holy cow this is an incredible wine beautiful mouthfeel and the fruit is harmonious comes off as offdry even though its not a plus for me highly highly recommend you go out and try this beauty
"Pale straw in color. Tropical fruit nose. Crisp Creamy flavors of Mango, Peach, pineapple, Notes of Lemon/Lime Zest. Medium acidity paired with a Salmon Sushi app…On Point!",pale straw in color tropical fruit nose crisp creamy flavors of mango peach pineapple notes of lemonlime zest medium acidity paired with a salmon sushi appon point
"PNP. Intense golden color. Coconut cream pie, lemon rind, and subtle pear. Dry and very creamy palate. Soft, but persistent acidity.",pnp intense golden color coconut cream pie lemon rind and subtle pear dry and very creamy palate soft but persistent acidity
"Fantastic. Much more depth and complexity than most SBs around the traps, while still staying fresh, bright and fruit forward. A real winner ",fantastic much more depth and complexity than most sbs around the traps while still staying fresh bright and fruit forward a real winner 
"Dry, crisp Sauvignon Blanc from a favorite producer. Baked apple, floral, hints of oak, long supple finish. Enjoyed with seafood lunch",dry crisp sauvignon blanc from a favorite producer baked apple floral hints of oak long supple finish enjoyed with seafood lunch
This is my favorite Sauvignon Blanc! A beautiful tropical beach in a glass... hints of pineapple and maybe tangerine blossoms. Delicious! ,this is my favorite sauvignon blanc a beautiful tropical beach in a glass hints of pineapple and maybe tangerine blossoms delicious 
Beautiful golden color with nose of lemon grass pine needles and vanilla. Well balanced body with taste consistent of the nose.,beautiful golden color with nose of lemon grass pine needles and vanilla well balanced body with taste consistent of the nose
"Crisp, bright acidity with limestone and cut grass.  Finish is all stone fruits, peach and pear, and goes on and on.  Wife's favorite SB.",crisp bright acidity with limestone and cut grass  finish is all stone fruits peach and pear and goes on and on  wifes favorite sb
"Stunning bouquet of melon, tropical fruit and pear! Fresh spice and subtle citrus on the tongue! Bright acidic finish! Instant favorite!",stunning bouquet of melon tropical fruit and pear fresh spice and subtle citrus on the tongue bright acidic finish instant favorite
"This is a fascinating wine.  I get honeyed peach and tropical fruits, a bit of minerals and lime.  Lovely rich body.  A top class SB, for sure.",this is a fascinating wine  i get honeyed peach and tropical fruits a bit of minerals and lime  lovely rich body  a top class sb for sure
" 
Fresh and spicy right up front. With a very long and layered end. Rich with baked apple pineapple peach and citrus. Finishing clean and acidic! 

"," 
fresh and spicy right up front with a very long and layered end rich with baked apple pineapple peach and citrus finishing clean and acidic 

"
Unlike any other Sauvignon blanc I’ve tasted and I’m general not a fan of sav blanc. Has a richness and a bit of sweetness. A standout. Tasted at winery in 2023,unlike any other sauvignon blanc ive tasted and im general not a fan of sav blanc has a richness and a bit of sweetness a standout tasted at winery in 2023
Amazing wine.  The fruity and creamy nature of the grape takes over your palate from the first sip.  Gorgeous white. ,amazing wine  the fruity and creamy nature of the grape takes over your palate from the first sip  gorgeous white 
Quaffable! Oaked SB - somewhere btwn a Sancerre and a Napa chard. ,quaffable oaked sb  somewhere btwn a sancerre and a napa chard 
A delicious Sauvignon Blanc outstanding- oak pear peach melon butter fantastic!,a delicious sauvignon blanc outstanding oak pear peach melon butter fantastic
"Delicious. Citrus on the nose.  Flowers and soft minerals at first sip.  Goes a little flat at the end, but overall excellent.  I see why it’s highly reviewed.  ",delicious citrus on the nose  flowers and soft minerals at first sip  goes a little flat at the end but overall excellent  i see why its highly reviewed  
"As good as I remember. Barrel fermented Sav Blanc. Lovely palate of banana, peach, orange blossom, lemon, vanilla and hint of honey. Medium bodied palate adds some beautiful toasted oak and spice notes. A unique and complex SB that always delivers!",as good as i remember barrel fermented sav blanc lovely palate of banana peach orange blossom lemon vanilla and hint of honey medium bodied palate adds some beautiful toasted oak and spice notes a unique and complex sb that always delivers
Beautiful bright wine.  Light blond almost clear color.  Smeels of kettle corn crisp but not green.  Sweet floral flavors.  Quick finish that is clean and effortless.  Ripe sweet citrus ends with a nice supple ending. ,beautiful bright wine  light blond almost clear color  smeels of kettle corn crisp but not green  sweet floral flavors  quick finish that is clean and effortless  ripe sweet citrus ends with a nice supple ending 
The best Sauvignon blanc I've ever had. A hint of oak with a lot of pear and nuttiness. Very fruity and complex. A lot of flavors. Nice with a heavy sauce or a buttery fish. Will absolutely get this again. It is not to b passed up.,the best sauvignon blanc ive ever had a hint of oak with a lot of pear and nuttiness very fruity and complex a lot of flavors nice with a heavy sauce or a buttery fish will absolutely get this again it is not to b passed up
We love Merry's Pinot's now I can add this fabulous Sav Blanc to my list of summer go to wines. The light Oak infusion is a wonderful touch and really takes this wine to a new level. We drank this a Bouchon's in Yountville and it's was a perfect pairing to my grilled Swordfish dish. Top marks to Merry for another wonderful masterpiece.,we love merrys pinots now i can add this fabulous sav blanc to my list of summer go to wines the light oak infusion is a wonderful touch and really takes this wine to a new level we drank this a bouchons in yountville and its was a perfect pairing to my grilled swordfish dish top marks to merry for another wonderful masterpiece
"A lovely if somewhat overpriced Sauvignon Blanc. This vibrant wine has a delicate floral fragrance of jasmine, honeysuckle, fruit blossoms, along with orange and lime zest. On the palate, fruit flavors donate with citrus and stone fruit, including white peach, nectarine, pink apple, and pear. For complexity, notes of fresh sweet bread, hazelnut, and dried flowers. Long finish that opens into notes of grapefruit. Nice minerality, some acidity. Elegant overall. Pair with salads, fresh dishes, and lite fare. ",a lovely if somewhat overpriced sauvignon blanc this vibrant wine has a delicate floral fragrance of jasmine honeysuckle fruit blossoms along with orange and lime zest on the palate fruit flavors donate with citrus and stone fruit including white peach nectarine pink apple and pear for complexity notes of fresh sweet bread hazelnut and dried flowers long finish that opens into notes of grapefruit nice minerality some acidity elegant overall pair with salads fresh dishes and lite fare 
"Amazing sauv blanc.  Really different.  Tropical feuits Nd melon heavy up front with a bit of that musty barnyard thing and some lemon grass.  Long lingering finish with medium plus acid.scott white, thanks for sharing.",amazing sauv blanc  really different  tropical feuits nd melon heavy up front with a bit of that musty barnyard thing and some lemon grass  long lingering finish with medium plus acidscott white thanks for sharing
"I usually don't prefer Sauvignon Blanc, but this wine is exceptional! Pale yellow in color with light tears. Nose of tropical citrus fruits, including pineapple and lemon, with an incredible floral element. More ripe citrus fruits on the palate, alongside pear and light mineral. The wine is well-balanced, with flavors and acidity in delectable unison, and offers a medium (-) finish.",i usually dont prefer sauvignon blanc but this wine is exceptional pale yellow in color with light tears nose of tropical citrus fruits including pineapple and lemon with an incredible floral element more ripe citrus fruits on the palate alongside pear and light mineral the wine is wellbalanced with flavors and acidity in delectable unison and offers a medium  finish
"This is an amazing sb. Something between NZ sauvignon blanc and Californian. The nose is beautiful with herbaceous aromas. Palate is smooth and velvety with oak, butter and lovely tastes. Very surprising wine!    ",this is an amazing sb something between nz sauvignon blanc and californian the nose is beautiful with herbaceous aromas palate is smooth and velvety with oak butter and lovely tastes very surprising wine    
"Absolutely excellent Sauvignon Blanc! This wine is a crisp, straw color. The nose is extremely effervescent with notes of pineapple, citrus, and other tropical fruits. There is moderate acidity present. The taste is quite fresh, reminiscent of a warm summer afternoon by the beach in Santa Monica. We see lots of citrus fruits, peaches, and pineapple notes. This is a medium bodied wine with a nice finish. Definitely recommend! ",absolutely excellent sauvignon blanc this wine is a crisp straw color the nose is extremely effervescent with notes of pineapple citrus and other tropical fruits there is moderate acidity present the taste is quite fresh reminiscent of a warm summer afternoon by the beach in santa monica we see lots of citrus fruits peaches and pineapple notes this is a medium bodied wine with a nice finish definitely recommend 
"Tastes more like a big Napa oaked Chardonnay. Peach yogurt, apricot, butter, saline. Bright acidity that integrates nicely in the creamy tree fruits that dominate. Pale/medium gold. Reminds me of the ZD Chardonnay.",tastes more like a big napa oaked chardonnay peach yogurt apricot butter saline bright acidity that integrates nicely in the creamy tree fruits that dominate palemedium gold reminds me of the zd chardonnay
"Straw colored. Full, ripe, and complex with tropical notes of melon and pineapple dominating over white citrus. Rounded out with floral notes of honeysuckle and a pleasant oak influence. This is a beautiful wine.",straw colored full ripe and complex with tropical notes of melon and pineapple dominating over white citrus rounded out with floral notes of honeysuckle and a pleasant oak influence this is a beautiful wine
"Happy International Sauvignon Blanc Day!!Fruity and juicy, tropical nose, medium bodied and medium acidity, 14.1% ABV.  Pineapple, key line, peach and vanilla notes. I'm not a big SB fan but this one I could drink all night long! Paired well with jumbo lump crab cakes, roasted Yukon gold potatoes and grilled asparagus. Yum yum. ",happy international sauvignon blanc dayfruity and juicy tropical nose medium bodied and medium acidity 141 abv  pineapple key line peach and vanilla notes im not a big sb fan but this one i could drink all night long paired well with jumbo lump crab cakes roasted yukon gold potatoes and grilled asparagus yum yum 
Beautifully unique  Sauv Blanc with a grapefruit citrus and honeysuckle nose accented with great acidity. Rounded feel with a smoothness between a NZ Sauv Blanc and a traditional Sancere. Soft fruit makes it a pleasure to drink!,beautifully unique  sauv blanc with a grapefruit citrus and honeysuckle nose accented with great acidity rounded feel with a smoothness between a nz sauv blanc and a traditional sancere soft fruit makes it a pleasure to drink
"There are bright but delicate aromas of green grass, grapefruit, melon and herbs. The palate is medium bodied with balanced notes of sweet tropical fruits and a crisp herbal, citrus acidity. Even three years old, this white is still drinking beautifully! A cellar-friendly Sauvignon Blanc for sure! ",there are bright but delicate aromas of green grass grapefruit melon and herbs the palate is medium bodied with balanced notes of sweet tropical fruits and a crisp herbal citrus acidity even three years old this white is still drinking beautifully a cellarfriendly sauvignon blanc for sure 
"The pour is liquid gold and the nose is just as lovely - some oak smoothed out by melon and a whiff of fresh-cut flowers.  The opening and closing notes are remarkably smooth. There is some size and a bit of butter here, so I'd go with poultry over fish as accompaniment. The quality is undeniable.",the pour is liquid gold and the nose is just as lovely  some oak smoothed out by melon and a whiff of freshcut flowers  the opening and closing notes are remarkably smooth there is some size and a bit of butter here so id go with poultry over fish as accompaniment the quality is undeniable
" This pale straw colored Sauvignon Blanc from Merry Edwards opens with a very faint banana and delicate cantaloupe bouquet.  This wine is full bodied, balanced, round and rich for a Sauvignon Blanc. Flavors of mild vanilla and cream soda blend with a hint of lime, melon, and honey. The finish is dry and fades away nicely. 92 pts.", this pale straw colored sauvignon blanc from merry edwards opens with a very faint banana and delicate cantaloupe bouquet  this wine is full bodied balanced round and rich for a sauvignon blanc flavors of mild vanilla and cream soda blend with a hint of lime melon and honey the finish is dry and fades away nicely 92 pts
"Freshly cut grass is attenuated by a pleasant mix of kiwi, lime and tarragon. Medium bodied the expression of fruits on the palate included limestone, lemon oil, white peaches and elderflower. A lovely aperitif to sip on a sunny day sitting on the patio. Savour the subtle flavors and let the aromas speak to you. We felt transported by this wine with a green bean and asparagus salad with almond. This is not a wine you’d quaff down with food in heavy sauce. 93pts",freshly cut grass is attenuated by a pleasant mix of kiwi lime and tarragon medium bodied the expression of fruits on the palate included limestone lemon oil white peaches and elderflower a lovely aperitif to sip on a sunny day sitting on the patio savour the subtle flavors and let the aromas speak to you we felt transported by this wine with a green bean and asparagus salad with almond this is not a wine youd quaff down with food in heavy sauce 93pts
"Drank for Mother's Day. Light yellow straw in color. Nose of peach, pear and green apple with some mineral notes. Tastes of green apple, pear and peach. Refreshing tartness and acidity. Buttery finish and mouthfeel like a California Chardonnay. As the wine opens up it develops honey notes. Very nice wine from a consistent excellent producer.  Currently my favorite sauvignon blanc. ",drank for mothers day light yellow straw in color nose of peach pear and green apple with some mineral notes tastes of green apple pear and peach refreshing tartness and acidity buttery finish and mouthfeel like a california chardonnay as the wine opens up it develops honey notes very nice wine from a consistent excellent producer  currently my favorite sauvignon blanc 
"Might be the best Sauv Blanc I've had to date. #InstantClassic
Nectarine, apple and lemon as the foundation with gripping minerality and traces of vanilla.

Elegant and dare I say graceful...... Bring on the warm weather, lobster rolls and evenings by the fire-pit.","might be the best sauv blanc ive had to date instantclassic
nectarine apple and lemon as the foundation with gripping minerality and traces of vanilla

elegant and dare i say graceful bring on the warm weather lobster rolls and evenings by the firepit"
"Succulent and juicy , with sweet, fresh baby- pineapple, lime, papaya and candied pink grapefruit peel flavors that sing with purity and focus, set on a supple frame and featuring fresh acidity that weaves in and out.
For all the intensity this shows an effortlessness and elegance!","succulent and juicy  with sweet fresh baby pineapple lime papaya and candied pink grapefruit peel flavors that sing with purity and focus set on a supple frame and featuring fresh acidity that weaves in and out
for all the intensity this shows an effortlessness and elegance"
I’ve never had a winery tasting end with a Sauvignon Blanc but in this case it works:  zero citrus and ample pear & peach  makes this a non traditional dessert wine.  It’s an amazing achievement:  6 months in used oak create a unique experience ,ive never had a winery tasting end with a sauvignon blanc but in this case it works  zero citrus and ample pear  peach  makes this a non traditional dessert wine  its an amazing achievement  6 months in used oak create a unique experience 
"This may be the best SB i've tasted till this date.  For someone who dislikes the SB in general,  this wine is a game changer.  Perfect acidity.  Doesn't have an excessive grapefruit or passion fruit aroma overpowering.  Has a bit of density to it, giving it a bit more chunk. Finishes with a briny mineral touch.  This is no poolside sipper !  Pairs beautifully with greasy foods.",this may be the best sb ive tasted till this date  for someone who dislikes the sb in general  this wine is a game changer  perfect acidity  doesnt have an excessive grapefruit or passion fruit aroma overpowering  has a bit of density to it giving it a bit more chunk finishes with a briny mineral touch  this is no poolside sipper   pairs beautifully with greasy foods
"Very aromatic, with ripe stone fruits and dense tropical essences on the nose. Dry, the palate is rich and fruity, dominated by nectarines, peaches, mandarines and just some grassiness. Slightly oaked taste, well balanced by its high acidity and ripeness. The finish is dry and citric, makes it a great complement to any sea seafood. A note of caution, the bottle goes down very fast. ",very aromatic with ripe stone fruits and dense tropical essences on the nose dry the palate is rich and fruity dominated by nectarines peaches mandarines and just some grassiness slightly oaked taste well balanced by its high acidity and ripeness the finish is dry and citric makes it a great complement to any sea seafood a note of caution the bottle goes down very fast 
"Fresh and fruity flavors of pineapple and tree fruits. Golden color featuring amazing aromas. Compares with the best New Zealand SB out there. Appreciate the medium bodied,crisp acidity with oaky undertones ",fresh and fruity flavors of pineapple and tree fruits golden color featuring amazing aromas compares with the best new zealand sb out there appreciate the medium bodiedcrisp acidity with oaky undertones 
"Aromas of pear, melon, grapefruit, mango, and vanilla. Creamy mouthfeel, with flavors of stone fruit, lemon, pineapple, and mineral on the finish. Beautiful Sauvignon Blanc! 60% Sauvignon Blanc, 40% Sauvignon Musqué. ",aromas of pear melon grapefruit mango and vanilla creamy mouthfeel with flavors of stone fruit lemon pineapple and mineral on the finish beautiful sauvignon blanc 60 sauvignon blanc 40 sauvignon musqué 
"This white wine is on the fruity and has a pale yellow color. It's very easy to drink 😬.  Has aromas of ripe melons, minerals, and peaches. On the palate is complex with a fruity punch of apricots, nectarines, and peaches. ",this white wine is on the fruity and has a pale yellow color its very easy to drink   has aromas of ripe melons minerals and peaches on the palate is complex with a fruity punch of apricots nectarines and peaches 
"The 2018 is better now it has another year of age in the bottle. The best bottles we've had have always been at least 3-4 years old. We plan to cellar a few bottles and try them 4,5 and 6 years in the bottle. Wouldn't try that with any other SBs, but fairly certain the Merry Edwards will improve with a few more years than the basic SB.",the 2018 is better now it has another year of age in the bottle the best bottles weve had have always been at least 34 years old we plan to cellar a few bottles and try them 45 and 6 years in the bottle wouldnt try that with any other sbs but fairly certain the merry edwards will improve with a few more years than the basic sb
"Fantasic Wine with ahí te Pizza!
AIS-91
To be paired with a Puros de Hostos Comendador Box Pressed Toro 20-20.
Very harmonious and superbly balanced. 
 citrus peach grapefruit melon minerals green apple stone wild iris 
¡Salud and enjoy!","fantasic wine with ahí te pizza
ais91
to be paired with a puros de hostos comendador box pressed toro 2020
very harmonious and superbly balanced 
 citrus peach grapefruit melon minerals green apple stone wild iris 
salud and enjoy"
"THANK YOU BETH!!

This was such a generous gift Boy a wonderful person I met through Vivino. One of my fav grapes in a different Style. 

Shiny yellow with golden hues. This is a heavier Style than I am used to. Med+ body and 14% vol. 
Scents of lemon, pineapple and papaya. Really juicy mouthfeel with an exotic touch. Tangy acidity but at the same time nearly a creamy texture. Long limey and fresh finish with some herbal notes. 

Stunner wine by a Pinot queen 😊","thank you beth

this was such a generous gift boy a wonderful person i met through vivino one of my fav grapes in a different style 

shiny yellow with golden hues this is a heavier style than i am used to med body and 14 vol 
scents of lemon pineapple and papaya really juicy mouthfeel with an exotic touch tangy acidity but at the same time nearly a creamy texture long limey and fresh finish with some herbal notes 

stunner wine by a pinot queen "
"- 5 Vineyards
- 6 months in oak (sur lie)
- Absolutely killer. Bright, ripe fruits of green apple, pear, grapefruit, stone fruit, minerality, creamy mouthfeel (thanks to sur lie), beautiful and very long finish. Best Californian Sauvignon Blanc I've tasted.

Tasting sample"," 5 vineyards
 6 months in oak sur lie
 absolutely killer bright ripe fruits of green apple pear grapefruit stone fruit minerality creamy mouthfeel thanks to sur lie beautiful and very long finish best californian sauvignon blanc ive tasted

tasting sample"
